"mes","dia","anio","provincia","casos"
"7","9","2020","Esmeraldas","2426"
"7","10","2020","Esmeraldas","2427"
"7","11","2020","Esmeraldas","2518"
"7","12","2020","Esmeraldas","2523"
"7","13","2020","Esmeraldas","2538"
"7","14","2020","Esmeraldas","2636"
"7","15","2020","Esmeraldas","2647"
"7","16","2020","Esmeraldas","2693"
"7","17","2020","Esmeraldas","2854"
"7","18","2020","Esmeraldas","2856"
"7","19","2020","Esmeraldas","2868"
"7","20","2020","Esmeraldas","2872"
"7","21","2020","Esmeraldas","2887"
"7","22","2020","Esmeraldas","2898"
"7","23","2020","Esmeraldas","2906"
"7","24","2020","Esmeraldas","2908"
"7","25","2020","Esmeraldas","2955"
"7","26","2020","Esmeraldas","2970"
"7","27","2020","Esmeraldas","2986"
"7","28","2020","Esmeraldas","3040"
"7","29","2020","Esmeraldas","3051"
"7","30","2020","Esmeraldas","3189"
"7","31","2020","Esmeraldas","3223"
"8","1","2020","Esmeraldas","3230"
"8","2","2020","Esmeraldas","3231"
"8","3","2020","Esmeraldas","3233"
"8","4","2020","Esmeraldas","3247"
"8","5","2020","Esmeraldas","3260"
"8","6","2020","Esmeraldas","3260"
"8","7","2020","Esmeraldas","3264"
"8","8","2020","Esmeraldas","3322"
"8","9","2020","Esmeraldas","3325"
"8","10","2020","Esmeraldas","3361"
"8","11","2020","Esmeraldas","3370"
"8","12","2020","Esmeraldas","3383"
"8","13","2020","Esmeraldas","3388"
"8","14","2020","Esmeraldas","3402"
"8","15","2020","Esmeraldas","3412"
"8","16","2020","Esmeraldas","3415"
"3","16","2020","Galápagos"," "
"3","17","2020","Galápagos"," "
"3","18","2020","Galápagos"," "
"3","19","2020","Galápagos"," "
"3","20","2020","Galápagos"," "
"3","21","2020","Galápagos"," "
"3","22","2020","Galápagos"," "
"3","23","2020","Galápagos"," "
"3","24","2020","Galápagos","4"
"3","25","2020","Galápagos","4"
"3","26","2020","Galápagos","4"
"3","27","2020","Galápagos","4"
"3","28","2020","Galápagos","4"
"3","29","2020","Galápagos","4"
"3","30","2020","Galápagos","4"
"3","31","2020","Galápagos","5"
"4","1","2020","Galápagos","7"
"4","2","2020","Galápagos","10"
"4","3","2020","Galápagos","10"
"4","4","2020","Galápagos","11"
"4","5","2020","Galápagos","11"
"4","6","2020","Galápagos","11"
"4","7","2020","Galápagos","11"
"4","8","2020","Galápagos","11"
"4","9","2020","Galápagos","11"
"4","10","2020","Galápagos","11"
"4","11","2020","Galápagos","11"
"4","12","2020","Galápagos","11"
"4","13","2020","Galápagos","11"
"4","14","2020","Galápagos","12"
"4","15","2020","Galápagos","11"
"4","16","2020","Galápagos","11"
"4","17","2020","Galápagos","42"
"4","18","2020","Galápagos","53"
"4","19","2020","Galápagos","54"
"4","20","2020","Galápagos","54"
"04","21","2020","Galápagos","54"
"04","22","2020","Galápagos","54"
"04","23","2020","Galápagos","54"
"04","24","2020","Galápagos","86"
"04","27","2020","Galápagos","59"
"04","28","2020","Galápagos","60"
"04","29","2020","Galápagos","66"
"04","30","2020","Galápagos","68"
"05","1","2020","Galápagos","70"
"05","2","2020","Galápagos","70"
"05","3","2020","Galápagos","71"
"05","4","2020","Galápagos","71"
"05","6","2020","Galápagos","70"
"05","7","2020","Galápagos","70"
"05","8","2020","Galápagos","70"
"05","9","2020","Galápagos","70"
"05","10","2020","Galápagos","70"
"05","11","2020","Galápagos","70"
"05","12","2020","Galápagos","71"
"05","13","2020","Galápagos","71"
"05","14","2020","Galápagos","71"
"05","15","2020","Galápagos","73"
"05","16","2020","Galápagos","73"
"05","17","2020","Galápagos","74"
"05","18","2020","Galápagos","74"
"05","19","2020","Galápagos","76"
"05","20","2020","Galápagos","76"
"05","21","2020","Galápagos","76"
"05","22","2020","Galápagos","76"
"05","23","2020","Galápagos","76"
"05","24","2020","Galápagos","76"
"05","25","2020","Galápagos","76"
"05","26","2020","Galápagos","76"
"05","27","2020","Galápagos","76"
"05","28","2020","Galápagos","76"
"05","29","2020","Galápagos","76"
"05","30","2020","Galápagos","76"
"05","31","2020","Galápagos","76"
"06","1","2020","Galápagos","76"
"06","2","2020","Galápagos","76"
"06","3","2020","Galápagos","76"
"06","4","2020","Galápagos","76"
"06","5","2020","Galápagos","76"
"06","6","2020","Galápagos","76"
"6","7","2020","Galápagos","76"
"6","8","2020","Galápagos","76"
"6","9","2020","Galápagos","76"
"6","10","2020","Galápagos","76"
"6","11","2020","Galápagos","76"
"6","12","2020","Galápagos","76"
"6","13","2020","Galápagos","77"
"6","14","2020","Galápagos","77"
"6","15","2020","Galápagos","77"
"6","16","2020","Galápagos","77"
"6","17","2020","Galápagos","77"
"6","18","2020","Galápagos","77"
"6","19","2020","Galápagos","77"
"6","20","2020","Galápagos","77"
"6","21","2020","Galápagos","77"
"6","22","2020","Galápagos","77"
"6","23","2020","Galápagos","78"
"6","24","2020","Galápagos","78"
"6","25","2020","Galápagos","78"
"6","26","2020","Galápagos","78"
"6","27","2020","Galápagos","78"
"6","28","2020","Galápagos","86"
"6","29","2020","Galápagos","86"
"6","30","2020","Galápagos","88"
"7","1","2020","Galápagos","97"
"7","2","2020","Galápagos","97"
"7","3","2020","Galápagos","97"
"7","4","2020","Galápagos","100"
"7","5","2020","Galápagos","100"
"7","6","2020","Galápagos","100"
"7","7","2020","Galápagos","100"
"7","8","2020","Galápagos","100"
"7","9","2020","Galápagos","100"
"7","10","2020","Galápagos","100"
"7","11","2020","Galápagos","100"
"7","12","2020","Galápagos","100"
"7","13","2020","Galápagos","100"
"7","14","2020","Galápagos","100"
"7","15","2020","Galápagos","100"
"7","16","2020","Galápagos","100"
"7","17","2020","Galápagos","101"
"7","18","2020","Galápagos","101"
"7","19","2020","Galápagos","101"
"7","20","2020","Galápagos","101"
"7","21","2020","Galápagos","101"
"7","22","2020","Galápagos","101"
"7","23","2020","Galápagos","101"
"7","24","2020","Galápagos","101"
"7","25","2020","Galápagos","101"
"7","26","2020","Galápagos","101"
"7","27","2020","Galápagos","101"
"7","28","2020","Galápagos","103"
"7","29","2020","Galápagos","103"
"7","30","2020","Galápagos","103"
"7","31","2020","Galápagos","103"
"8","1","2020","Galápagos","103"
"8","2","2020","Galápagos","103"
"8","3","2020","Galápagos","103"
"8","4","2020","Galápagos","103"
"8","5","2020","Galápagos","103"
"8","6","2020","Galápagos","104"
"8","7","2020","Galápagos","104"
"8","8","2020","Galápagos","104"
"8","9","2020","Galápagos","104"
"8","10","2020","Galápagos","104"
"8","11","2020","Galápagos","104"
"8","12","2020","Galápagos","105"
"8","13","2020","Galápagos","106"
"8","14","2020","Galápagos","106"
"8","15","2020","Galápagos","106"
"8","16","2020","Galápagos","106"
"3","16","2020","Guayas","37"
"3","17","2020","Guayas","81"
"3","18","2020","Guayas","128"
"3","19","2020","Guayas","187"
"3","20","2020","Guayas","318"
"3","21","2020","Guayas","397"
"3","22","2020","Guayas","607"
"3","23","2020","Guayas","769"
"3","24","2020","Guayas","826"
"3","25","2020","Guayas","885"
"3","26","2020","Guayas","1021"
"3","27","2020","Guayas","1202"
"3","28","2020","Guayas","1345"
"3","29","2020","Guayas","1377"
"3","30","2020","Guayas","1397"
"3","31","2020","Guayas","1615"
"4","1","2020","Guayas","1941"
"4","2","2020","Guayas","2243"
"4","3","2020","Guayas","2388"
"4","4","2020","Guayas","2402"
"4","5","2020","Guayas","2524"
"4","6","2020","Guayas","2534"
"4","7","2020","Guayas","2706"
"4","8","2020","Guayas","3047"
"4","9","2020","Guayas","3384"
"4","10","2020","Guayas","5281"
"4","11","2020","Guayas","5290"
"4","12","2020","Guayas","5381"
"4","13","2020","Guayas","5395"
"4","14","2020","Guayas","5417"
"4","15","2020","Guayas","5551"
"4","16","2020","Guayas","5754"
"4","17","2020","Guayas","5777"
"4","18","2020","Guayas","6150"
"4","19","2020","Guayas","6446"
"4","20","2020","Guayas","6921"
"04","21","2020","Guayas","7108"
"04","22","2020","Guayas","7391"
"04","23","2020","Guayas","7502"
"04","24","2020","Guayas","15365"
"04","27","2020","Guayas","10172"
"04","28","2020","Guayas","10200"
"04","29","2020","Guayas","10417"
"04","30","2020","Guayas","10436"
"05","1","2020","Guayas","11207"
"05","2","2020","Guayas","11695"
"05","3","2020","Guayas","13053"
"05","4","2020","Guayas","14192"
"05","6","2020","Guayas","12411"
"05","7","2020","Guayas","12577"
"05","8","2020","Guayas","11532"
"05","9","2020","Guayas","11577"
"05","10","2020","Guayas","11705"
"05","11","2020","Guayas","11876"
"05","12","2020","Guayas","11999"
"05","13","2020","Guayas","12046"
"05","14","2020","Guayas","12046"
"05","15","2020","Guayas","12081"
"05","16","2020","Guayas","12907"
"05","17","2020","Guayas","13055"
"05","18","2020","Guayas","13097"
"05","19","2020","Guayas","13175"
"05","20","2020","Guayas","13363"
"05","21","2020","Guayas","13482"
"05","22","2020","Guayas","13516"
"05","23","2020","Guayas","13570"
"05","24","2020","Guayas","13787"
"05","25","2020","Guayas","13833"
"05","26","2020","Guayas","13862"
"05","27","2020","Guayas","13890"
"05","28","2020","Guayas","13925"
"05","29","2020","Guayas","13928"
"05","30","2020","Guayas","14044"
"05","31","2020","Guayas","14061"
"06","1","2020","Guayas","14091"
"06","2","2020","Guayas","14128"
"06","3","2020","Guayas","14184"
"06","4","2020","Guayas","14276"
"06","5","2020","Guayas","14326"
"06","6","2020","Guayas","14362"
"6","7","2020","Guayas","14422"
"6","8","2020","Guayas","14438"
"6","9","2020","Guayas","14475"
"6","10","2020","Guayas","14507"
"6","11","2020","Guayas","14559"
"6","12","2020","Guayas","14615"
"6","13","2020","Guayas","14626"
"6","14","2020","Guayas","14639"
"6","15","2020","Guayas","14649"
"6","16","2020","Guayas","14680"
"6","17","2020","Guayas","14700"
"6","18","2020","Guayas","14728"
"6","19","2020","Guayas","14769"
"6","20","2020","Guayas","14783"
"6","21","2020","Guayas","14786"
"6","22","2020","Guayas","14804"
"6","23","2020","Guayas","14836"
"6","24","2020","Guayas","14861"
"6","25","2020","Guayas","14894"
"6","26","2020","Guayas","14934"
"6","27","2020","Guayas","14968"
"6","28","2020","Guayas","14988"
"6","29","2020","Guayas","15000"
"6","30","2020","Guayas","15012"
"7","1","2020","Guayas","15903"
"7","2","2020","Guayas","15973"
"7","3","2020","Guayas","16013"
"7","4","2020","Guayas","16094"
"7","5","2020","Guayas","16104"
"7","6","2020","Guayas","16129"
"7","7","2020","Guayas","16176"
"7","8","2020","Guayas","16231"
"7","9","2020","Guayas","16275"
"7","10","2020","Guayas","16342"
"7","11","2020","Guayas","16453"
"7","12","2020","Guayas","16480"
"7","13","2020","Guayas","16506"
"7","14","2020","Guayas","16610"
"7","15","2020","Guayas","16682"
"7","16","2020","Guayas","16810"
"7","17","2020","Guayas","16920"
"7","18","2020","Guayas","16992"
"7","19","2020","Guayas","17015"
"7","20","2020","Guayas","17030"
"7","21","2020","Guayas","17172"
"7","22","2020","Guayas","17210"
"7","23","2020","Guayas","17257"
"7","24","2020","Guayas","17275"
"7","25","2020","Guayas","17300"
"7","26","2020","Guayas","17315"
"7","27","2020","Guayas","17322"
"7","28","2020","Guayas","17365"
"7","29","2020","Guayas","17436"
"7","30","2020","Guayas","17465"
"7","31","2020","Guayas","17517"
"8","1","2020","Guayas","17576"
"8","2","2020","Guayas","17583"
"8","3","2020","Guayas","17593"
"8","4","2020","Guayas","17629"
"8","5","2020","Guayas","17669"
"8","6","2020","Guayas","17776"
"8","7","2020","Guayas","17863"
"8","8","2020","Guayas","17884"
"8","9","2020","Guayas","17915"
"8","10","2020","Guayas","17924"
"8","11","2020","Guayas","17936"
"8","12","2020","Guayas","17993"
"8","13","2020","Guayas","18092"
"8","14","2020","Guayas","18205"
"8","15","2020","Guayas","18289"
"8","16","2020","Guayas","18327"
"3","16","2020","Imbabura"," "
"3","17","2020","Imbabura"," "
"3","18","2020","Imbabura"," "
"3","19","2020","Imbabura","1"
"3","20","2020","Imbabura","2"
"3","21","2020","Imbabura","3"
"3","22","2020","Imbabura","4"
"3","23","2020","Imbabura","4"
"3","24","2020","Imbabura","4"
"3","25","2020","Imbabura","8"
"3","26","2020","Imbabura","8"
"3","27","2020","Imbabura","9"
"3","28","2020","Imbabura","9"
"3","29","2020","Imbabura","9"
"3","30","2020","Imbabura","9"
"3","31","2020","Imbabura","10"
"4","1","2020","Imbabura","15"
"4","2","2020","Imbabura","16"
"4","3","2020","Imbabura","18"
"4","4","2020","Imbabura","20"
"4","5","2020","Imbabura","20"
"4","6","2020","Imbabura","21"
"4","7","2020","Imbabura","21"
"4","8","2020","Imbabura","21"
"4","9","2020","Imbabura","24"
"4","10","2020","Imbabura","32"
"4","11","2020","Imbabura","32"
"4","12","2020","Imbabura","33"
"4","13","2020","Imbabura","33"
"4","14","2020","Imbabura","33"
"4","15","2020","Imbabura","34"
"4","16","2020","Imbabura","35"
"4","17","2020","Imbabura","43"
"4","18","2020","Imbabura","43"
"4","19","2020","Imbabura","47"
"4","20","2020","Imbabura","49"
"04","21","2020","Imbabura","51"
"04","22","2020","Imbabura","51"
"04","23","2020","Imbabura","58"
"04","24","2020","Imbabura","97"
"04","27","2020","Imbabura","77"
"04","28","2020","Imbabura","81"
"04","29","2020","Imbabura","81"
"04","30","2020","Imbabura","89"
"05","1","2020","Imbabura","98"
"05","2","2020","Imbabura","99"
"05","3","2020","Imbabura","99"
"05","4","2020","Imbabura","99"
"05","6","2020","Imbabura","104"
"05","7","2020","Imbabura","108"
"05","8","2020","Imbabura","114"
"05","9","2020","Imbabura","114"
"05","10","2020","Imbabura","126"
"05","11","2020","Imbabura","114"
"05","12","2020","Imbabura","141"
"05","13","2020","Imbabura","141"
"05","14","2020","Imbabura","141"
"05","15","2020","Imbabura","146"
"05","16","2020","Imbabura","149"
"05","17","2020","Imbabura","151"
"05","18","2020","Imbabura","152"
"05","19","2020","Imbabura","168"
"05","20","2020","Imbabura","171"
"05","21","2020","Imbabura","176"
"05","22","2020","Imbabura","179"
"05","23","2020","Imbabura","188"
"05","24","2020","Imbabura","190"
"05","25","2020","Imbabura","195"
"05","26","2020","Imbabura","198"
"05","27","2020","Imbabura","199"
"05","28","2020","Imbabura","202"
"05","29","2020","Imbabura","202"
"05","30","2020","Imbabura","202"
"05","31","2020","Imbabura","203"
"06","1","2020","Imbabura","220"
"06","2","2020","Imbabura","222"
"06","3","2020","Imbabura","226"
"06","4","2020","Imbabura","231"
"06","5","2020","Imbabura","234"
"06","6","2020","Imbabura","239"
"6","7","2020","Imbabura","250"
"6","8","2020","Imbabura","251"
"6","9","2020","Imbabura","273"
"6","10","2020","Imbabura","295"
"6","11","2020","Imbabura","312"
"6","12","2020","Imbabura","320"
"6","13","2020","Imbabura","341"
"6","14","2020","Imbabura","344"
"6","15","2020","Imbabura","376"
"6","16","2020","Imbabura","385"
"6","17","2020","Imbabura","428"
"6","18","2020","Imbabura","444"
"6","19","2020","Imbabura","448"
"6","20","2020","Imbabura","452"
"6","21","2020","Imbabura","460"
"6","22","2020","Imbabura","461"
"6","23","2020","Imbabura","504"
"6","24","2020","Imbabura","508"
"6","25","2020","Imbabura","544"
"6","26","2020","Imbabura","545"
"6","27","2020","Imbabura","551"
"6","28","2020","Imbabura","566"
"6","29","2020","Imbabura","575"
"6","30","2020","Imbabura","578"
"7","1","2020","Imbabura","603"
"7","2","2020","Imbabura","617"
"7","3","2020","Imbabura","665"
"7","4","2020","Imbabura","712"
"7","5","2020","Imbabura","716"
"7","6","2020","Imbabura","716"
"7","7","2020","Imbabura","739"
"7","8","2020","Imbabura","780"
"7","9","2020","Imbabura","814"
"7","10","2020","Imbabura","840"
"7","11","2020","Imbabura","856"
"7","12","2020","Imbabura","860"
"7","13","2020","Imbabura","887"
"7","14","2020","Imbabura","889"
"7","15","2020","Imbabura","962"
"7","16","2020","Imbabura","993"
"7","17","2020","Imbabura","1002"
"7","18","2020","Imbabura","1048"
"7","19","2020","Imbabura","1128"
"7","20","2020","Imbabura","1129"
"7","21","2020","Imbabura","1139"
"7","22","2020","Imbabura","1166"
"7","23","2020","Imbabura","1182"
"7","24","2020","Imbabura","1215"
"7","25","2020","Imbabura","1253"
"7","26","2020","Imbabura","1269"
"7","27","2020","Imbabura","1277"
"7","28","2020","Imbabura","1350"
"7","29","2020","Imbabura","1395"
"7","30","2020","Imbabura","1451"
"7","31","2020","Imbabura","1476"
"8","1","2020","Imbabura","1494"
"8","2","2020","Imbabura","1513"
"8","3","2020","Imbabura","1513"
"8","4","2020","Imbabura","1541"
"8","5","2020","Imbabura","1585"
"8","6","2020","Imbabura","1617"
"8","7","2020","Imbabura","1693"
"8","8","2020","Imbabura","1799"
"8","9","2020","Imbabura","1826"
"8","10","2020","Imbabura","1831"
"8","11","2020","Imbabura","1886"
"8","12","2020","Imbabura","1976"
"8","13","2020","Imbabura","2038"
"8","14","2020","Imbabura","2062"
"8","15","2020","Imbabura","2125"
"8","16","2020","Imbabura","2301"
"3","16","2020","Loja"," "
"3","17","2020","Loja"," "
"3","18","2020","Loja"," "
"3","19","2020","Loja","4"
"3","20","2020","Loja","5"
"3","21","2020","Loja","5"
"3","22","2020","Loja","5"
"3","23","2020","Loja","5"
"3","24","2020","Loja","7"
"3","25","2020","Loja","8"
"3","26","2020","Loja","9"
"3","27","2020","Loja","12"
"3","28","2020","Loja","13"
"3","29","2020","Loja","15"
"3","30","2020","Loja","21"
"3","31","2020","Loja","22"
"4","1","2020","Loja","27"
"4","2","2020","Loja","27"
"4","3","2020","Loja","27"
"4","4","2020","Loja","27"
"4","5","2020","Loja","27"
"4","6","2020","Loja","27"
"4","7","2020","Loja","27"
"4","8","2020","Loja","34"
"4","9","2020","Loja","49"
"4","10","2020","Loja","56"
"4","11","2020","Loja","59"
"4","12","2020","Loja","65"
"4","13","2020","Loja","69"
"4","14","2020","Loja","72"
"4","15","2020","Loja","85"
"4","16","2020","Loja","86"
"4","17","2020","Loja","98"
"4","18","2020","Loja","105"
"4","19","2020","Loja","116"
"4","20","2020","Loja","128"
"04","21","2020","Loja","132"
"04","22","2020","Loja","132"
"04","23","2020","Loja","136"
"04","24","2020","Loja","213"
"04","27","2020","Loja","143"
"04","28","2020","Loja","223"
"04","29","2020","Loja","224"
"04","30","2020","Loja","232"
"05","1","2020","Loja","251"
"05","2","2020","Loja","270"
"05","3","2020","Loja","316"
"05","4","2020","Loja","315"
"05","6","2020","Loja","209"
"05","7","2020","Loja","274"
"05","8","2020","Loja","252"
"05","9","2020","Loja","252"
"05","10","2020","Loja","257"
"05","11","2020","Loja","255"
"05","12","2020","Loja","259"
"05","13","2020","Loja","260"
"05","14","2020","Loja","260"
"05","15","2020","Loja","279"
"05","16","2020","Loja","296"
"05","17","2020","Loja","300"
"05","18","2020","Loja","306"
"05","19","2020","Loja","309"
"05","20","2020","Loja","322"
"05","21","2020","Loja","323"
"05","22","2020","Loja","324"
"05","23","2020","Loja","327"
"05","24","2020","Loja","334"
"05","25","2020","Loja","336"
"05","26","2020","Loja","344"
"05","27","2020","Loja","345"
"05","28","2020","Loja","354"
"05","29","2020","Loja","355"
"05","30","2020","Loja","357"
"05","31","2020","Loja","357"
"06","1","2020","Loja","428"
"06","2","2020","Loja","448"
"06","3","2020","Loja","455"
"06","4","2020","Loja","460"
"06","5","2020","Loja","479"
"06","6","2020","Loja","483"
"6","7","2020","Loja","494"
"6","8","2020","Loja","494"
"6","9","2020","Loja","503"
"6","10","2020","Loja","513"
"6","11","2020","Loja","536"
"6","12","2020","Loja","549"
"6","13","2020","Loja","558"
"6","14","2020","Loja","571"
"6","15","2020","Loja","588"
"6","16","2020","Loja","591"
"6","17","2020","Loja","613"
"6","18","2020","Loja","636"
"6","19","2020","Loja","658"
"6","20","2020","Loja","672"
"6","21","2020","Loja","679"
"6","22","2020","Loja","681"
"6","23","2020","Loja","708"
"6","24","2020","Loja","728"
"6","25","2020","Loja","762"
"6","26","2020","Loja","767"
"6","27","2020","Loja","830"
"6","28","2020","Loja","853"
"6","29","2020","Loja","853"
"6","30","2020","Loja","864"
"7","1","2020","Loja","882"
"7","2","2020","Loja","981"
"7","3","2020","Loja","1046"
"7","4","2020","Loja","1061"
"7","5","2020","Loja","1095"
"7","6","2020","Loja","1095"
"7","7","2020","Loja","1152"
"7","8","2020","Loja","1162"
"7","9","2020","Loja","1206"
"7","10","2020","Loja","1272"
"7","11","2020","Loja","1297"
"7","12","2020","Loja","1323"
"7","13","2020","Loja","1393"
"7","14","2020","Loja","1450"
"7","15","2020","Loja","1471"
"7","16","2020","Loja","1521"
"7","17","2020","Loja","1566"
"7","18","2020","Loja","1607"
"7","19","2020","Loja","1712"
"7","20","2020","Loja","1740"
"7","21","2020","Loja","1842"
"7","22","2020","Loja","1896"
"7","23","2020","Loja","1955"
"7","24","2020","Loja","1991"
"7","25","2020","Loja","2064"
"7","26","2020","Loja","2111"
"7","27","2020","Loja","2216"
"7","28","2020","Loja","2328"
"7","29","2020","Loja","2395"
"7","30","2020","Loja","2503"
"7","31","2020","Loja","2553"
"8","1","2020","Loja","2610"
"8","2","2020","Loja","2620"
"8","3","2020","Loja","2742"
"8","4","2020","Loja","2793"
"8","5","2020","Loja","2828"
"8","6","2020","Loja","2863"
"8","7","2020","Loja","2940"
"8","8","2020","Loja","3102"
"8","9","2020","Loja","3140"
"8","10","2020","Loja","3143"
"8","11","2020","Loja","3164"
"8","12","2020","Loja","3247"
"8","13","2020","Loja","3351"
"8","14","2020","Loja","3427"
"8","15","2020","Loja","3462"
"8","16","2020","Loja","3489"
"3","16","2020","Los Ríos","10"
"3","17","2020","Los Ríos","10"
"3","18","2020","Los Ríos","10"
"3","19","2020","Los Ríos","16"
"3","20","2020","Los Ríos","19"
"3","21","2020","Los Ríos","22"
"3","22","2020","Los Ríos","25"
"3","23","2020","Los Ríos","28"
"3","24","2020","Los Ríos","37"
"3","25","2020","Los Ríos","40"
"3","26","2020","Los Ríos","52"
"3","27","2020","Los Ríos","58"
"3","28","2020","Los Ríos","60"
"3","29","2020","Los Ríos","60"
"3","30","2020","Los Ríos","60"
"3","31","2020","Los Ríos","80"
"4","1","2020","Los Ríos","100"
"4","2","2020","Los Ríos","131"
"4","3","2020","Los Ríos","138"
"4","4","2020","Los Ríos","153"
"4","5","2020","Los Ríos","158"
"4","6","2020","Los Ríos","158"
"4","7","2020","Los Ríos","159"
"4","8","2020","Los Ríos","175"
"4","9","2020","Los Ríos","193"
"4","10","2020","Los Ríos","226"
"4","11","2020","Los Ríos","227"
"4","12","2020","Los Ríos","239"
"4","13","2020","Los Ríos","239"
"4","14","2020","Los Ríos","240"
"4","15","2020","Los Ríos","255"
"4","16","2020","Los Ríos","274"
"4","17","2020","Los Ríos","276"
"4","18","2020","Los Ríos","304"
"4","19","2020","Los Ríos","329"
"4","20","2020","Los Ríos","378"
"04","21","2020","Los Ríos","382"
"04","22","2020","Los Ríos","390"
"04","23","2020","Los Ríos","402"
"04","24","2020","Los Ríos","668"
"04","27","2020","Los Ríos","662"
"04","28","2020","Los Ríos","665"
"04","29","2020","Los Ríos","687"
"04","30","2020","Los Ríos","693"
"05","1","2020","Los Ríos","803"
"05","2","2020","Los Ríos","903"
"05","3","2020","Los Ríos","931"
"05","4","2020","Los Ríos","1284"
"05","6","2020","Los Ríos","991"
"05","7","2020","Los Ríos","1049"
"05","8","2020","Los Ríos","966"
"05","9","2020","Los Ríos","985"
"05","10","2020","Los Ríos","1026"
"05","11","2020","Los Ríos","1002"
"05","12","2020","Los Ríos","1006"
"05","13","2020","Los Ríos","1007"
"05","14","2020","Los Ríos","1009"
"05","15","2020","Los Ríos","1124"
"05","16","2020","Los Ríos","1179"
"05","17","2020","Los Ríos","1215"
"05","18","2020","Los Ríos","1232"
"05","19","2020","Los Ríos","1239"
"05","20","2020","Los Ríos","1249"
"05","21","2020","Los Ríos","1283"
"05","22","2020","Los Ríos","1340"
"05","23","2020","Los Ríos","1361"
"05","24","2020","Los Ríos","1379"
"05","25","2020","Los Ríos","1392"
"05","26","2020","Los Ríos","1400"
"05","27","2020","Los Ríos","1440"
"05","28","2020","Los Ríos","1467"
"05","29","2020","Los Ríos","1473"
"05","30","2020","Los Ríos","1508"
"05","31","2020","Los Ríos","1509"
"06","1","2020","Los Ríos","1541"
"06","2","2020","Los Ríos","1545"
"06","3","2020","Los Ríos","1591"
"06","4","2020","Los Ríos","1649"
"06","5","2020","Los Ríos","1724"
"06","6","2020","Los Ríos","1765"
"6","7","2020","Los Ríos","1769"
"6","8","2020","Los Ríos","1788"
"6","9","2020","Los Ríos","1808"
"6","10","2020","Los Ríos","1855"
"6","11","2020","Los Ríos","1884"
"6","12","2020","Los Ríos","1919"
"6","13","2020","Los Ríos","1940"
"6","14","2020","Los Ríos","1965"
"6","15","2020","Los Ríos","1977"
"6","16","2020","Los Ríos","2012"
"6","17","2020","Los Ríos","2016"
"6","18","2020","Los Ríos","2039"
"6","19","2020","Los Ríos","2051"
"6","20","2020","Los Ríos","2057"
"6","21","2020","Los Ríos","2074"
"6","22","2020","Los Ríos","2075"
"6","23","2020","Los Ríos","2099"
"6","24","2020","Los Ríos","2124"
"6","25","2020","Los Ríos","2164"
"6","26","2020","Los Ríos","2185"
"6","27","2020","Los Ríos","2204"
"6","28","2020","Los Ríos","2236"
"6","29","2020","Los Ríos","2255"
"6","30","2020","Los Ríos","2269"
"7","1","2020","Los Ríos","2284"
"7","2","2020","Los Ríos","2320"
"7","3","2020","Los Ríos","2346"
"7","4","2020","Los Ríos","2415"
"7","5","2020","Los Ríos","2417"
"7","6","2020","Los Ríos","2429"
"7","7","2020","Los Ríos","2472"
"7","8","2020","Los Ríos","2507"
"7","9","2020","Los Ríos","2527"
"7","10","2020","Los Ríos","2534"
"7","11","2020","Los Ríos","2571"
"7","12","2020","Los Ríos","2598"
"7","13","2020","Los Ríos","2610"
"7","14","2020","Los Ríos","2627"
"7","15","2020","Los Ríos","2646"
"7","16","2020","Los Ríos","2672"
"7","17","2020","Los Ríos","2693"
"7","18","2020","Los Ríos","2709"
"7","19","2020","Los Ríos","2716"
"7","20","2020","Los Ríos","2722"
"7","21","2020","Los Ríos","2740"
"7","22","2020","Los Ríos","2743"
"7","23","2020","Los Ríos","2757"
"7","24","2020","Los Ríos","2760"
"7","25","2020","Los Ríos","2778"
"7","26","2020","Los Ríos","2799"
"7","27","2020","Los Ríos","2806"
"7","28","2020","Los Ríos","2824"
"7","29","2020","Los Ríos","2838"
"7","30","2020","Los Ríos","2844"
"7","31","2020","Los Ríos","2858"
"8","1","2020","Los Ríos","2864"
"8","2","2020","Los Ríos","2869"
"8","3","2020","Los Ríos","2877"
"8","4","2020","Los Ríos","2899"
"8","5","2020","Los Ríos","2906"
"8","6","2020","Los Ríos","2917"
"8","7","2020","Los Ríos","2924"
"8","8","2020","Los Ríos","2943"
"8","9","2020","Los Ríos","2948"
"8","10","2020","Los Ríos","2951"
"8","11","2020","Los Ríos","2955"
"8","12","2020","Los Ríos","2967"
"8","13","2020","Los Ríos","2975"
"8","14","2020","Los Ríos","2989"
"8","15","2020","Los Ríos","2995"
"8","16","2020","Los Ríos","2997"
"3","16","2020","Manabí","1"
"3","17","2020","Manabí","1"
"3","18","2020","Manabí","8"
"3","19","2020","Manabí","8"
"3","20","2020","Manabí","9"
"3","21","2020","Manabí","9"
"3","22","2020","Manabí","25"
"3","23","2020","Manabí","27"
"3","24","2020","Manabí","32"
"3","25","2020","Manabí","38"
"3","26","2020","Manabí","38"
"3","27","2020","Manabí","40"
"3","28","2020","Manabí","44"
"3","29","2020","Manabí","50"
"3","30","2020","Manabí","50"
"3","31","2020","Manabí","54"
"4","1","2020","Manabí","56"
"4","2","2020","Manabí","61"
"4","3","2020","Manabí","67"
"4","4","2020","Manabí","71"
"4","5","2020","Manabí","77"
